#station,X,Y,Z
dsa-1220,-2034119.2686243444,-4487036.94959874,4040007.0085903318
dsa-1221,-2035806.4805271055,-4486546.266679949,4039704.1320349714
dsa-1222,-2031261.3435684699,-4488363.797937326,4039971.3032156955
dsa-1223,-2032598.3979569145,-4489145.109967415,4038440.7388885855
dsa-1224,-2032858.2815546459,-4489926.877134793,4037447.4067236786
dsa-1225,-2032688.10817764,-4489470.47227784,4038036.6011737506
dsa-1226,-2030891.4818841282,-4488309.70435129,4040215.6923905127
dsa-1227,-2040901.320112905,-4478844.9918605955,4045634.8280785917
dsa-1228,-2040265.1842107899,-4478672.415289581,4046143.284106178
dsa-1229,-2040651.71691076,-4478938.379666598,4045657.197985197
dsa-1230,-2040542.487944572,-4479259.127247284,4045359.1774386833
dsa-1231,-2028523.08654986,-4485962.483978641,4043985.214325605
dsa-1232,-2032653.680079616,-4488928.497098219,4038652.265375679
dsa-1233,-2041423.30225886,-4479693.277967123,4044440.131675634
dsa-1234,-2032763.739357309,-4487816.982020178,4039824.091369279
dsa-1235,-2041888.7768830543,-4479881.680490682,4043999.4203158445
dsa-1236,-2033447.2827684386,-4489756.673731285,4037340.792675366
dsa-1237,-2044261.9496678303,-4484546.369531313,4037667.972632636
dsa-1238,-2031917.6205798467,-4489056.537856395,4038878.8060267107
dsa-1239,-2041880.32237604,-4480359.9307601545,4043477.3460420403
dsa-1240,-2043802.2630125242,-4482297.903777133,4040378.2023678063
dsa-1241,-2041515.3210347467,-4479445.1765609495,4044666.943634208
dsa-1242,-2032008.3408894313,-4489061.315929859,4038828.194607912
dsa-1243,-2032801.5071539418,-4489962.4135456085,4037436.5462869247
dsa-1244,-2032442.9642983493,-4480449.063203587,4048099.4562386964
dsa-1245,-2034587.961093093,-4485417.326688297,4041558.753229293
dsa-1246,-2028993.9225803653,-4488481.576309845,4040972.979703009
dsa-1247,-2044029.8415982334,-4482136.044635851,4040442.204272668
dsa-1248,-2043363.0424125844,-4482386.242779325,4040501.520838142
dsa-1249,-2044006.9192842536,-4482341.775221458,4040227.0185955525
dsa-1250,-2041865.0724220155,-4480626.774928627,4043191.279696457
dsa-1251,-2041970.6043776593,-4480122.454983042,4043693.419843684
dsa-1252,-2042211.7765839233,-4480358.2524421895,4043312.918434542
dsa-1253,-2029545.7411363288,-4483664.286033604,4046006.698292095
dsa-1254,-2032870.9961108328,-4488732.862890516,4038759.6008067206
dsa-1255,-2035090.7179854424,-4485010.160561112,4041756.1529759136
dsa-1256,-2034747.2319124213,-4486072.596481517,4040756.6079394356
dsa-1257,-2043346.449012023,-4482262.097854869,4040646.6519356533
dsa-1258,-2030613.1150413458,-4482456.315790811,4046804.1489121937
dsa-1259,-2032450.9896037227,-4489348.707669536,4038289.6189744724
dsa-1260,-2034764.0422848284,-4485850.679935376,4040992.910864545
dsa-1261,-2028811.987497533,-4487490.043933184,4042157.387090398
dsa-1262,-2043993.76303356,-4482038.550216595,4040567.75923764
dsa-1263,-2033720.810065615,-4488791.721288141,4038269.6206129477
dsa-1264,-2030182.066199267,-4482969.170832314,4046454.659889625
dsa-1265,-2044059.9040910744,-4484853.8846809,4037430.2953080665
dsa-1266,-2033377.0015848689,-4486099.894130438,4041411.590719463
dsa-1267,-2042200.060659788,-4480380.22789794,4043294.608403477
dsa-1268,-2029086.7330823292,-4484033.32888888,4045829.131810699
dsa-1269,-2035527.4259980572,-4484906.410877069,4041652.06610784
dsa-1270,-2043605.3095392617,-4482783.645054836,4039941.8428463275
dsa-1271,-2042752.3748965063,-4484069.568799472,4038952.666691405
dsa-1272,-2036040.3116128915,-4491952.146420557,4033615.2362677953
dsa-1273,-2032275.7400714974,-4480096.899209813,4048569.9747819006
dsa-1274,-2033110.6227904577,-4490115.338237617,4037112.9975323016
dsa-1275,-2034196.100416579,-4491229.090197234,4035338.8813743694
dsa-1276,-2028669.4503137963,-4485092.792554452,4044870.380626483
dsa-1277,-2029562.3340494435,-4488389.540845167,4040790.986083092
dsa-1278,-2033039.9768803553,-4490593.374874937,4036620.1596589056
dsa-1279,-2034137.0589954825,-4491510.542095324,4035057.2723599267
dsa-1280,-2033446.6384170887,-4490908.346794509,4036068.595668146
dsa-1281,-2030237.453410655,-4482552.755498995,4046885.26144163
dsa-1282,-2034051.548375164,-4485110.406855944,4042165.239837868
dsa-1283,-2033132.900885304,-4490555.023139185,4036616.0499202865
dsa-1284,-2030400.5575507171,-4483069.626968457,4046235.2111989683
dsa-1285,-2034041.0406080715,-4486307.904778513,4040850.273363898
dsa-1286,-2032112.4393417682,-4480448.300567977,4048265.1150494427
dsa-1287,-2034657.983015328,-4484988.541648279,4041996.3829853954
dsa-1288,-2030846.353600905,-4488345.222506227,4040199.031378231
dsa-1289,-2033808.1095728346,-4490294.209956655,4036566.3782844916
dsa-1290,-2036428.8368343306,-4491970.986012049,4033399.569336509
dsa-1291,-2028624.3199610212,-4487457.883191451,4042286.4079967854
dsa-1292,-2043562.8027754917,-4482281.417592254,4040516.678812508
dsa-1293,-2032220.850580435,-4480136.009802728,4048554.3532323292
dsa-1294,-2037697.4996958652,-4478380.593221261,4047749.089573107
dsa-1295,-2041185.2420659012,-4479376.892445402,4044907.5305413906
dsa-1296,-2029067.198143518,-4484443.0959684905,4045387.7091966374
dsa-1297,-2030603.082283337,-4482454.10458726,4046811.5823121774
dsa-1298,-2034036.1609058287,-4486122.150754777,4041057.554727908
dsa-1299,-2042635.7641720453,-4482079.516127074,4041204.7149761105
dsa-1300,-2036177.9910601785,-4491941.737373614,4033557.7166652586
dsa-1301,-2035768.2994878097,-4484921.670049322,4041514.7362485346
dsa-1302,-2034204.3643373144,-4491538.135964516,4034993.0587972146
dsa-1303,-2034503.127898788,-4485963.864176801,4040998.596679539
dsa-1304,-2041419.8406358971,-4479292.301091922,4044882.979942526
dsa-1305,-2030020.7038231755,-4482931.41289849,4046576.622529897
dsa-1306,-2032313.312774694,-4480132.369680932,4048512.2512695543
dsa-1307,-2035170.849351031,-4485035.228237087,4041688.4434606843
dsa-1308,-2034610.839275349,-4486314.214689458,4040558.3645380065
dsa-1309,-2029113.0077531384,-4488374.267771697,4041031.9774721814
dsa-1310,-2040551.5961836602,-4478718.625138613,4045949.005296445
dsa-1311,-2043297.9149027122,-4487277.957741409,4035137.3609738075
dsa-1312,-2041899.129985219,-4481100.721953101,4042652.42307291
dsa-1313,-2041813.9535095515,-4481482.871449645,4042274.359525719
dsa-1314,-2043620.0419766335,-4482519.907618542,4040225.1104963142
dsa-1315,-2033069.0697541127,-4486939.081891874,4040640.021626373
dsa-1316,-2033786.0251872453,-4487854.191690067,4039271.913179094
dsa-1317,-2030560.621327889,-4482462.154177245,4046823.8890044345
dsa-1318,-2033931.5627881992,-4486393.235142022,4040810.9067654866
dsa-1319,-2040834.7894893056,-4490086.093766333,4033272.2429080596
dsa-1320,-2037884.3580165538,-4491229.183312944,4033489.889638637
dsa-1321,-2032217.554181952,-4480306.296052758,4048368.811148325
dsa-1322,-2033102.4534370205,-4490578.094921139,4036605.7880858085
dsa-1323,-2040701.5604312883,-4484489.491097075,4039519.292051501
dsa-1324,-2032767.1838852244,-4489968.812672036,4037446.643097589
dsa-1325,-2035758.9857040704,-4484124.605523034,4042397.815029569
dsa-1326,-2036953.7227920939,-4485300.5547451535,4040503.661759235
dsa-1327,-2040214.1879187992,-4478696.197891651,4046142.6777073042
dsa-1328,-2032868.2166895377,-4487894.473222713,4039686.3593432084
dsa-1329,-2034036.4654076004,-4486377.219116767,4040776.11927004
dsa-1330,-2036333.8093494403,-4484613.365949609,4041571.5753063112
dsa-1331,-2028912.5658449258,-4484494.473713906,4045408.173853065
dsa-1332,-2034388.0408464489,-4485981.307741591,4041036.9146771417
dsa-1333,-2043501.887381177,-4484291.114380072,4038331.6901003956
dsa-1334,-2032206.616390019,-4480487.19010334,4048175.4017689633
dsa-1335,-2032538.0911690448,-4489403.471105385,4038185.59911285
dsa-1336,-2031567.6793185137,-4488702.470000628,4039444.508375034
dsa-1337,-2033698.9273340218,-4487232.523943066,4040001.4439946013
dsa-1338,-2032252.8043525117,-4480111.453969735,4048565.4124405966
dsa-1339,-2035396.56320362,-4478708.4927430125,4048538.567393772
dsa-1340,-2042219.2063910768,-4482049.66196639,4041446.7167170504
dsa-1341,-2044420.45524967,-4484439.445859271,4037706.216938066
dsa-1342,-2028824.8303254177,-4488309.954600534,4041246.64899382
dsa-1343,-2033622.2882525534,-4490882.776128321,4036008.9498516256
dsa-1344,-2031754.3348540824,-4482709.151701359,4045956.901262457
dsa-1345,-2028849.4586061994,-4484926.304680851,4044964.066826493
dsa-1346,-2031580.4380536082,-4488738.300689419,4039398.5848704264
dsa-1347,-2029303.473290474,-4484073.120457072,4045677.3434879533
dsa-1348,-2042093.473229787,-4482164.806785172,4041382.9793586694
dsa-1349,-2032690.1064052344,-4490015.839775282,4037433.2412481033
dsa-1350,-2029401.5791290132,-4488585.426184328,4040655.050303927
dsa-1351,-2035192.4364251245,-4485786.786339797,4040849.07200633
dsa-1352,-2036313.4632268285,-4485213.208234337,4040920.5181838674
dsa-1353,-2037282.6897322743,-4484191.045742435,4041562.031031095
dsa-1354,-2042855.0590367536,-4488490.236903504,4034020.6585948244
dsa-1355,-2030076.534709887,-4482922.225962897,4046558.9106919896
dsa-1356,-2033053.4654367287,-4490623.582314366,4036580.0315136085
dsa-1357,-2032925.3865315698,-4479693.308806686,4048689.5974289277
dsa-1358,-2041482.0289259297,-4479231.041897514,4044919.1872201706
dsa-1359,-2032607.1754716993,-4487543.07820103,4040204.555740523
dsa-1360,-2035793.2366238018,-4484647.39627154,4041804.5676220637
dsa-1361,-2043477.5464627694,-4483000.352423965,4039767.175099355
dsa-1362,-2042279.7492044424,-4480234.711137106,4043414.7914266526
dsa-1363,-2037846.4672179706,-4483901.7202871395,4041598.5566215003
dsa-1364,-2035715.7102262126,-4488019.028128501,4038124.272322973
dsa-1365,-2033951.7941229509,-4484359.885919676,4043042.1260925666
dsa-1366,-2034935.0991350648,-4484526.638344113,4042366.865939755
dsa-1367,-2043094.571341416,-4487972.286857118,4034472.5592561173
dsa-1368,-2042365.555083523,-4489049.584237571,4033648.604729685
dsa-1369,-2035627.4641977707,-4487721.10044004,4038497.3367419736
dsa-1370,-2041691.6070065126,-4481541.379315553,4042271.311885333
dsa-1371,-2032982.2819225441,-4490613.687755842,4036626.5766241923
dsa-1372,-2038868.1807032393,-4478409.076086643,4047132.1779455636
dsa-1373,-2037915.617666236,-4487317.422823467,4037796.5529041174
dsa-1374,-2043850.1807051303,-4486040.928677208,4036225.6383056003
dsa-1375,-2036458.641224418,-4491845.156741348,4033523.8154728827
dsa-1376,-2030775.7397824132,-4482620.411568024,4046542.533084773
dsa-1377,-2035587.5756264497,-4483511.903456332,4043158.5439432487
dsa-1378,-2030535.4957480591,-4482365.43668614,4046942.8209364964
dsa-1379,-2032970.4584556276,-4486198.999095395,4041505.4718628884
dsa-1380,-2042030.7068661463,-4481757.041627988,4041863.645446403
dsa-1381,-2043378.1321933472,-4487527.0556307705,4034821.8363087974
dsa-1382,-2033773.531196655,-4485037.427930344,4042384.6221266026
dsa-1383,-2041847.3514869518,-4481880.290095402,4041819.906560513
dsa-1384,-2034142.887989191,-4490843.57357515,4035791.6805256405
dsa-1385,-2031842.8652206745,-4480852.743536972,4047954.8623771057
dsa-1386,-2037809.7348687334,-4486153.7702814,4039133.7911109324
dsa-1387,-2036469.25450747,-4485544.888735936,4040476.811513164
dsa-1388,-2034838.8492560065,-4485654.478786415,4041171.828527035
dsa-1389,-2036656.9954599575,-4478476.27126072,4048164.085578482
dsa-1390,-2041127.1827607506,-4478973.36504803,4045380.465069238
dsa-1391,-2041833.0997441534,-4483667.6869212305,4039857.450873958
dsa-1392,-2037521.9462640877,-4478841.423324189,4047330.37824235
dsa-1393,-2031748.5192744213,-4480953.548400289,4047891.0605103313
dsa-1394,-2034350.9838692176,-4484563.634363427,4042618.1248415937
dsa-1395,-2035742.0828903771,-4487331.589147329,4038869.853670477
dsa-1396,-2043119.226209898,-4484169.294404766,4038658.365159342
dsa-1397,-2032940.4888311957,-4487271.4362491835,4040337.6641154326
dsa-1398,-2044212.240438564,-4484555.773138778,4037682.59704867
dsa-1399,-2041944.9974075856,-4479891.820972694,4043960.064646877
dsa-1400,-2036551.7402359466,-4484998.532674929,4041037.9182244316
dsa-1401,-2030792.9675968203,-4482768.581594533,4046370.899570515
dsa-1402,-2033002.054368515,-4479694.679096028,4048649.8517310848
dsa-1403,-2042737.1170660944,-4484034.5624149395,4038998.935643176
dsa-1404,-2042211.9841327446,-4482201.553369605,4041283.012275309
dsa-1405,-2032271.8918887472,-4481697.83789359,4046811.4748975076
dsa-1406,-2033535.5397310855,-4487501.399072258,4039786.482313743
dsa-1407,-2037492.6761382753,-4483212.650907427,4042534.9315620866
dsa-1408,-2032695.695480194,-4480062.577249648,4048398.2796846796
dsa-1409,-2034109.82057829,-4491513.964876872,4035067.1272056284
dsa-1410,-2037685.6890629537,-4486640.232192599,4038659.212806962
dsa-1411,-2033617.3923694994,-4485778.797252148,4041645.4672270445
dsa-1412,-2033261.833174139,-4483829.879195177,4043970.630572438
dsa-1413,-2032762.1449842094,-4489542.0928276535,4037920.484101552
dsa-1414,-2042747.6775659495,-4488592.063422105,4033962.130278353
dsa-1415,-2037520.2240863133,-4485132.039545826,4040405.7507952135
dsa-1416,-2031158.5822074618,-4483257.20997124,4045650.819471497
dsa-1417,-2032424.3130659661,-4486778.160737323,4041139.677366446
dsa-1418,-2035814.5504731648,-4487295.570010667,4038873.321682206
dsa-1419,-2036383.2017000099,-4491990.275085572,4033401.1172739384
dsa-1420,-2033989.567094807,-4488811.580346962,4038113.2383741904
dsa-1421,-2033837.5374358168,-4483755.385149195,4043765.107623424
dsa-1422,-2037926.806064426,-4483696.159156494,4041784.8401361606
dsa-1423,-2037704.7563337362,-4489564.657559594,4035420.2371942597
dsa-1424,-2035050.4110690483,-4489420.725579243,4036909.5051968326
dsa-1425,-2042079.829628974,-4480447.962075638,4043280.372277672
dsa-1426,-2033328.21561002,-4485296.184130232,4042321.9640052347
dsa-1427,-2030332.6246560493,-4484097.117930273,4045137.992191575
dsa-1428,-2031286.3588935568,-4483307.447661191,4045531.7940395297
dsa-1429,-2031642.873410221,-4482230.94392106,4046538.7110770494
dsa-1430,-2041423.3791025705,-4479227.699349899,4044952.265958532
dsa-1431,-2037672.3894104697,-4484615.647884649,4040898.858143293
dsa-1432,-2033232.2562030843,-4483417.598697166,4044439.4184210515
dsa-1433,-2039605.5404278194,-4478601.254568233,4046551.8488732507
dsa-1434,-2044036.5811507842,-4482278.225389166,4040282.143819497
dsa-1435,-2043037.1632973885,-4488230.966551217,4034215.5887682033
dsa-1436,-2041774.704697705,-4481119.617326716,4042694.0416437853
dsa-1437,-2040080.8211946846,-4483417.870309656,4041012.0191326104
dsa-1438,-2031151.6654543832,-4488479.130974313,4039898.799364921
dsa-1439,-2034306.9417737722,-4491102.253440115,4035423.5976179126
dsa-1440,-2036327.6261736127,-4478474.880389718,4048330.1960455845
dsa-1441,-2033904.8564682433,-4479289.668082986,4048644.5615495965
dsa-1442,-2036662.8582725269,-4485316.075399327,4040632.188577194
dsa-1443,-2028877.791460287,-4488222.506148069,4041316.709442876
dsa-1444,-2036439.6597237547,-4487427.2489611255,4038414.9450616795
dsa-1445,-2043715.992125004,-4486405.727669031,4035890.360665006
dsa-1446,-2029565.3596434991,-4483637.010722319,4046026.946388951
dsa-1447,-2034307.107271442,-4487675.607921493,4039208.353334665
dsa-1448,-2035071.3403579418,-4484050.40151811,4042823.477330258
dsa-1449,-2036073.4774371171,-4492020.308972577,4033523.20570281
dsa-1450,-2034771.360241551,-4482863.340657954,4044280.82665734
dsa-1451,-2042328.490207267,-4480219.32996624,4043407.266146306
dsa-1452,-2040722.8899135352,-4485575.076174014,4038311.1620066077
dsa-1453,-2041238.142659957,-4479171.172748229,4045107.2951271725
dsa-1454,-2033483.444696764,-4490900.299724826,4036059.069896366
dsa-1455,-2043830.3732426313,-4484798.560286171,4037606.7572581316
dsa-1456,-2037537.8460479158,-4485564.670854084,4039919.8346929597
dsa-1457,-2034527.0219532908,-4483035.34254444,4044213.5459702653
dsa-1458,-2041613.0904926998,-4482059.105071009,4041740.490347051
dsa-1459,-2033814.202504769,-4484092.096040618,4043405.8868125905
dsa-1460,-2035815.3244692006,-4487825.02508599,4038288.5555208535
dsa-1461,-2041758.624490913,-4489574.151570962,4033373.883673079
dsa-1462,-2039884.3400600136,-4483292.668759629,4041248.5128532737
dsa-1463,-2036524.7541826062,-4480848.383878477,4045621.9804147957
dsa-1464,-2033663.8112782156,-4479439.1104463395,4048600.6024646712
dsa-1465,-2037498.5187744321,-4488624.3958665375,4036562.482553593
dsa-1466,-2028631.4562458256,-4486638.933859097,4043185.722801375
dsa-1467,-2039266.5926750584,-4482875.719397457,4042017.563227208
dsa-1468,-2041149.737575176,-4479215.112647086,4045103.276972809
dsa-1469,-2029409.9458775264,-4488519.747313774,4040723.3466197094
dsa-1470,-2032941.306078705,-4490220.478767921,4037081.5349355214
dsa-1471,-2034086.1232980122,-4489326.015534316,4037496.8232373833
dsa-1472,-2036420.7725398478,-4483654.882929919,4042584.2468626616
dsa-1473,-2033005.9605955987,-4485734.832180118,4041999.467856958
dsa-1474,-2043903.3287201512,-4482084.714326761,4040562.334348664
dsa-1475,-2034502.4991735716,-4491573.210440048,4034804.965581312
dsa-1476,-2038542.7233130375,-4482566.837824969,4042720.4645021427
dsa-1477,-2036325.6337976202,-4483475.788222957,4042829.144715527
dsa-1478,-2042947.5225356387,-4488001.054216944,4034514.7379649547
dsa-1479,-2028576.5841538608,-4485650.585515219,4044302.2050964846
dsa-1480,-2032015.1556092526,-4489120.452379941,4038759.499062319
dsa-1481,-2036020.5435731302,-4478596.13817979,4048350.3687758744
dsa-1482,-2035509.363377045,-4485805.414705597,4040669.961057996
dsa-1483,-2032138.2536448052,-4481481.764744464,4047115.8100309656
dsa-1484,-2039874.2548887716,-4485899.809665116,4038378.7541857567
dsa-1485,-2039521.0716966407,-4481998.869409973,4042855.8227000013
dsa-1486,-2032409.874416827,-4486721.194404851,4041209.7144423914
dsa-1487,-2036570.9363811307,-4486999.621604485,4038821.1376663717
dsa-1488,-2033562.4745526074,-4483071.768143813,4044655.28812853
dsa-1489,-2041629.7362995087,-4484737.822551781,4038779.507938319
dsa-1490,-2030877.5828418024,-4488398.869862004,4040124.2384263068
dsa-1491,-2036343.6596332237,-4485130.368134101,4040996.734545688
dsa-1492,-2032114.8019525262,-4480436.535136788,4048276.8713229727
dsa-1493,-2042307.976541771,-4489088.5429657865,4033634.495839033
dsa-1494,-2036976.142027292,-4478403.330063217,4048084.736235614
dsa-1495,-2038326.624875113,-4484239.279939491,4040985.9890379077
dsa-1496,-2037635.490304455,-4482190.438866158,4043589.2212944496
dsa-1497,-2041613.062702564,-4481389.706236229,4042477.7389648035
dsa-1498,-2040670.040969499,-4484461.511646993,4039565.961757134
dsa-1499,-2035350.0872614533,-4478789.818126121,4048472.4107550695
dsa-1500,-2034321.2875508126,-4479129.968889544,4048612.239486205
dsa-1501,-2033559.8260161343,-4489104.9959839685,4038004.2334412057
dsa-1502,-2031731.1673299153,-4488804.31740834,4039250.4087913423
dsa-1503,-2028627.2986222343,-4485046.986398706,4044941.830378375
dsa-1504,-2037088.8253995422,-4482000.181930566,4044072.2640534197
dsa-1505,-2032521.8898674725,-4484975.346239546,4043078.2902605515
dsa-1506,-2044383.3914125944,-4484493.18428044,4037665.5726051377
dsa-1507,-2039634.6694196335,-4478650.445392695,4046483.1855510348
dsa-1508,-2036008.5385599753,-4487350.373367766,4038715.70684651
dsa-1509,-2042047.0655180337,-4481860.212057817,4041741.799572174
dsa-1510,-2035055.9245391565,-4482276.394726933,4044784.7734884634
dsa-1511,-2033706.799330849,-4484456.090690841,4043058.551488485
dsa-1512,-2044018.1710664176,-4484817.013256556,4037491.9649057235
dsa-1513,-2039986.0262765107,-4478562.639564806,4046403.7852418097
dsa-1514,-2034518.489595872,-4487880.433386302,4038876.537018412
dsa-1515,-2040362.4494940857,-4484140.715536925,4040073.99519698
dsa-1516,-2035455.7144524504,-4491839.163167099,4034033.2614682275
dsa-1517,-2037075.3905705546,-4486222.914571386,4039425.4403211037
dsa-1518,-2041935.1560073276,-4489467.378841134,4033403.167303856
dsa-1519,-2034761.9645611,-4485165.581019935,4041749.2506613825
dsa-1520,-2037607.7722787715,-4480162.834217088,4045834.460712487
dsa-1521,-2043351.1214210768,-4487840.464457492,4034489.1577751334
dsa-1522,-2041663.386641856,-4484537.778200416,4038983.247537473
dsa-1523,-2039721.2161728165,-4484492.298190639,4040007.988842381
dsa-1524,-2040250.5587689187,-4480892.450205768,4043708.363289179
dsa-1525,-2034038.761321506,-4483208.067017543,4044267.313869181
dsa-1526,-2031996.2145245692,-4482896.971455381,4045629.5231268182
dsa-1527,-2031687.9940982517,-4488804.3409952475,4039271.953141877
dsa-1528,-2042312.7107911005,-4481928.371676744,4041533.3928397973
dsa-1529,-2038855.2293255574,-4482476.297159126,4042663.644069709
dsa-1530,-2043446.5160224251,-4485255.9431965,4037295.067877302
dsa-1531,-2040115.023953101,-4490414.692762328,4033270.561256504
dsa-1532,-2035702.0400971554,-4478701.22890206,4048393.9850160964
dsa-1533,-2029966.202471646,-4483418.7243872,4046067.4726166255
dsa-1534,-2038148.069097313,-4487663.07107571,4037298.407620319
dsa-1535,-2038270.0852571062,-4487209.285473045,4037738.20144029
dsa-1536,-2034977.4117645654,-4491533.428772593,4034611.0554401176
dsa-1537,-2034778.3289799439,-4482252.094026839,4044950.2416098677
dsa-1538,-2037217.199674684,-4484120.599289639,4041672.458468692
dsa-1539,-2040972.4535078974,-4485443.352890071,4038331.2146746265
dsa-1540,-2032986.4403646202,-4490631.123034509,4036605.229850623
dsa-1541,-2033546.227793582,-4488156.461736283,4039058.2288128524
dsa-1542,-2028708.8779519964,-4487904.486062644,4041751.7272127625
dsa-1543,-2035728.805796789,-4492008.844282164,4033708.690885614
dsa-1544,-2038607.7907707451,-4486116.300735095,4038775.096816968
dsa-1545,-2036276.3418500936,-4484306.362799926,4041938.685015694
dsa-1546,-2042243.2443573016,-4483606.031031219,4039719.4898839695
dsa-1547,-2033151.5377820071,-4485015.474587912,4042719.5931741265
dsa-1548,-2043527.090688908,-4482990.197763706,4039753.474401778
dsa-1549,-2031944.6249113206,-4481928.24136631,4046721.248960585
dsa-1550,-2034429.1867746278,-4489282.272399846,4037373.441211249
dsa-1551,-2038117.2836277082,-4480445.346603172,4045268.744173521
dsa-1552,-2036428.4161322552,-4478505.744757937,4048245.920046305
dsa-1553,-2041194.823000333,-4489946.564509332,4033245.559776407
dsa-1554,-2035111.687514777,-4483695.044746586,4043194.7725961474
dsa-1555,-2033047.0532674443,-4486735.131166408,4040875.975027588
dsa-1556,-2041401.1866465772,-4479318.188202798,4044863.8558254396
dsa-1557,-2042820.2600419729,-4484501.043156542,4038442.6875076382
dsa-1558,-2032175.7642308748,-4481523.984570246,4047050.6620685994
dsa-1559,-2038704.3136563918,-4483366.912397969,4041758.1462303074
dsa-1560,-2033894.6979639933,-4487836.9849841595,4039236.5503056236
dsa-1561,-2029001.1768422555,-4486016.529464341,4043687.411707475
dsa-1562,-2037349.947769572,-4488377.879770309,4036909.237679953
dsa-1563,-2037565.1983593474,-4481339.804832976,4044560.7898085243
dsa-1564,-2031515.8394684284,-4483603.801045147,4045091.075891331
dsa-1565,-2032435.5241104632,-4484905.487991034,4043198.3887996525
dsa-1566,-2041506.3724689812,-4486056.705869785,4037386.283880529
dsa-1567,-2043490.3519042623,-4486886.365355314,4035473.086433646
dsa-1568,-2038153.2860677699,-4478690.961161313,4047180.0089912834
dsa-1569,-2036732.093824289,-4482543.810712642,4043652.2158434796
dsa-1570,-2042100.6903230043,-4480149.103621219,4043598.8386642267
dsa-1571,-2040662.7529275818,-4483722.586022198,4040384.285667609
dsa-1572,-2034517.1367903184,-4485824.127476236,4041145.6711014924
dsa-1573,-2043237.7187020432,-4483279.618638388,4039579.8242291077
dsa-1574,-2032909.1138454492,-4484738.299814846,4043146.098402281
dsa-1575,-2033874.9027565555,-4488956.993821396,4038010.0410710047
dsa-1576,-2037558.4393064757,-4488119.74208672,4037089.788415685
dsa-1577,-2036165.4747947433,-4478545.394748925,4048333.7245774134
dsa-1578,-2035430.4087623318,-4480943.396340077,4046064.4739922285
dsa-1579,-2037578.9537332973,-4487199.614197131,4038095.3544512694
dsa-1580,-2039517.4653161706,-4482017.427259572,4042837.193817413
dsa-1581,-2032571.4702428726,-4484069.612450144,4044051.3177755727
dsa-1582,-2035167.7038365228,-4485913.540935318,4040721.6714464515
dsa-1583,-2034891.1124646575,-4478869.634856796,4048613.8751477385
dsa-1584,-2037695.6054248149,-4484935.722257947,4040534.3571674195
dsa-1585,-2031215.5172806834,-4484175.3519272385,4044611.5432464527
dsa-1586,-2028833.3456833216,-4484678.289491774,4045245.228091727
dsa-1587,-2041281.3031888301,-4479302.185722998,4044941.554992299
dsa-1588,-2039549.470633433,-4478749.706201019,4046416.713370525
dsa-1589,-2043363.4774280102,-4487764.659969458,4034566.698453091
dsa-1590,-2036352.4816250207,-4483991.679223828,4042247.3462401885
dsa-1591,-2033007.6321816028,-4481590.862192875,4046562.068929482
dsa-1592,-2043915.072696221,-4482060.27844486,4040583.3579585114
dsa-1593,-2033334.745663915,-4486319.056671215,4041191.0472563594
dsa-1594,-2030355.6519293399,-4488249.486608745,4040549.6340780105
dsa-1595,-2034828.6924287772,-4480844.752347518,4046473.599100317
dsa-1596,-2039171.0792686292,-4484820.507475857,4039921.9511296046
dsa-1597,-2040197.8500133161,-4489846.035371907,4033857.7367866035
dsa-1598,-2040983.1596214466,-4478956.29622699,4045471.414906711
dsa-1599,-2039618.2623238647,-4485033.9199148035,4039462.3584900564
dsa-1600,-2038221.8135806846,-4485734.599731691,4039389.676685856
dsa-1601,-2032620.235708516,-4481078.643119146,4047318.763387372
dsa-1602,-2034309.124472646,-4488703.5188279925,4038072.6594592337
dsa-1603,-2042507.397925197,-4484081.359382272,4039062.7264755163
dsa-1604,-2036711.18037065,-4482199.557098997,4044041.7101467582
dsa-1605,-2034633.1026108144,-4483498.599158848,4043650.3840689897
dsa-1606,-2043717.1051627574,-4484495.721239785,4037997.807103122
dsa-1607,-2030927.02686269,-4488441.654951895,4040052.335003157
dsa-1608,-2030431.1047477073,-4482315.376256144,4047049.920552637
dsa-1609,-2037648.740341737,-4485076.896080109,4040402.176592369
dsa-1610,-2033783.7126471496,-4482606.318127022,4045057.1957184547
dsa-1611,-2042255.7159905734,-4481899.1878357455,4041594.1477009295
dsa-1612,-2028792.0698811165,-4487185.886757004,4042502.697865991
dsa-1613,-2036192.619218723,-4481545.88050699,4045020.5740274335
dsa-1614,-2032961.664412226,-4480279.117742748,4048027.573763112
dsa-1615,-2037115.0209629748,-4478400.810452698,4048018.0866208565
dsa-1616,-2032078.6073101289,-4480414.861337739,4048318.744901163
dsa-1617,-2039804.1285999531,-4481029.521291348,4043781.2004995705
dsa-1618,-2043811.6969569498,-4485454.412012503,4036892.415558192
dsa-1619,-2040677.685932743,-4490156.762706201,4033273.055119485
dsa-1620,-2035544.7586911428,-4480894.431907745,4046061.196028094
dsa-1621,-2037833.880994761,-4482352.885512789,4043311.038328231
dsa-1622,-2038981.7051297335,-4490165.980218941,4034114.7768640458
dsa-1623,-2042439.1952170213,-4485148.121779147,4037920.3120151907
dsa-1624,-2032776.4749326822,-4489915.436414716,4037500.9573104996
dsa-1625,-2039465.0959475292,-4490734.756758277,4033243.0876727975
dsa-1626,-2031292.3902428176,-4488700.200749349,4039584.5265951375
