#station,X,Y,Z
dsa-0406,-2036875.3682317135,-4488622.9592109425,4036879.975692662
dsa-0407,-2034582.297555154,-4482492.785374791,4044786.4786980003
dsa-0408,-2032394.0299639737,-4484925.055583205,4043200.424530936
dsa-0409,-2035471.0708331703,-4481695.780528738,4045220.2254923577
dsa-0410,-2036593.2739744086,-4488707.771916543,4036927.6958488957
dsa-0411,-2033870.8874516282,-4488247.766263261,4038795.0661038575
dsa-0412,-2040045.8815257512,-4481362.104776493,4043293.9403638677
dsa-0413,-2033712.6699987568,-4482941.191949964,4044727.4762681564
dsa-0414,-2034285.3148548894,-4482901.921438813,4044481.218114167
dsa-0415,-2032944.7566620486,-4484102.313143911,4043831.78477764
dsa-0416,-2032683.2329794897,-4485388.941649676,4042544.205436662
dsa-0417,-2040805.2295489667,-4484462.6509364415,4039499.288872001
dsa-0418,-2039717.0674686388,-4482257.438320673,4042475.3058357593
dsa-0419,-2040630.110823215,-4484161.882404939,4039918.556458788
dsa-0420,-2038515.2922450465,-4481438.257725559,4043980.102031147
dsa-0421,-2040188.5966190577,-4482654.02952043,4041802.000540564
dsa-0422,-2035908.4500158352,-4488778.33171533,4037192.750198459
dsa-0423,-2034220.4847593217,-4482316.913550679,4045161.5132317883
dsa-0424,-2033436.550389398,-4483430.959733997,4044325.742592223
dsa-0425,-2034002.3004381629,-4483061.95624801,4044446.4069423624
dsa-0426,-2032557.791406734,-4486271.662252762,4041633.8069068985
dsa-0427,-2032666.1393446906,-4485581.5519634625,4042340.410350616
dsa-0428,-2029467.3865043537,-4488513.335322634,4040701.765191468
dsa-0429,-2038706.7562957273,-4481493.9214224145,4043822.8793361173
dsa-0430,-2040926.0339773612,-4485774.319488701,4037992.696262488
dsa-0431,-2037168.5185290575,-4481235.462325713,4044877.9251833665
dsa-0432,-2040768.6816975942,-4485326.375845473,4038565.3298213566
dsa-0433,-2033315.499447206,-4487751.321033194,4039623.149271739
dsa-0434,-2038169.680279204,-4488374.217092832,4036506.2364878105
dsa-0435,-2032892.9683246883,-4487283.050769639,4040350.950587384
dsa-0436,-2041357.7001938238,-4489818.98492272,4033304.7502704733
dsa-0437,-2043497.8918919954,-4482141.930442356,4040702.983927301
dsa-0438,-2032476.9731970485,-4486825.33819305,4041063.839915473
dsa-0439,-2033949.7074339483,-4488083.605823163,4038939.2991187666
dsa-0440,-2034198.6630325848,-4482266.929946592,4045227.5448323386
dsa-0441,-2037957.647400793,-4481481.237995152,4044211.8925450346
dsa-0442,-2040064.39992682,-4486909.403061235,4037172.6310534603
dsa-0443,-2038170.6668888635,-4488616.590518731,4036238.5260084914
dsa-0444,-2032347.35300604,-4485999.904885736,4042038.771950154
dsa-0445,-2035572.4507646617,-4488887.21888957,4037240.91496658
dsa-0446,-2036177.9687802268,-4481523.17177704,4045056.629049094
dsa-0447,-2039513.2232719602,-4487652.660621798,4036629.1280990825
dsa-0448,-2039489.5928089693,-4481719.64315153,4043182.10632588
dsa-0449,-2032569.4870623148,-4484765.148541147,4043288.882071175
dsa-0450,-2033896.4414975732,-4482575.448725481,4045038.705593602
dsa-0451,-2036506.6469641596,-4488889.240835477,4036770.9949485376
dsa-0452,-2037496.9939954416,-4488666.0380647,4036521.2739957627
dsa-0453,-2038915.6334229128,-4489009.47736883,4035426.198908521
dsa-0454,-2035673.5215522612,-4481661.866644788,4045156.2617184464
dsa-0455,-2040336.4136144181,-4482565.834394005,4041825.233327694
dsa-0456,-2033152.1981593757,-4483254.604929043,4044662.5301823774
dsa-0457,-2040532.9015252101,-4485992.880512051,4037948.5485315267
dsa-0458,-2039755.679849662,-4487570.196573081,4036598.662539042
dsa-0459,-2034761.7432337957,-4482012.394269069,4045226.2728945957
dsa-0460,-2040699.8893201675,-4483917.405460534,4040150.893834046
dsa-0461,-2039897.9002586931,-4482457.445567223,4042164.2668442163
dsa-0462,-2034074.7140720068,-4488486.499913841,4038432.526006404
dsa-0463,-2040881.9677217747,-4488479.9147953475,4035023.9621658763
dsa-0464,-2032544.8908596502,-4483815.713529208,4044347.9472773755
dsa-0465,-2032389.6779646932,-4484493.135742576,4043678.794642481
dsa-0466,-2041137.6387133775,-4484497.788742749,4039294.1339752693
dsa-0467,-2042553.789741694,-4485175.972620666,4037832.005197609
dsa-0468,-2032211.0450923045,-4485383.007695954,4042787.1411519223
dsa-0469,-2039069.7923332392,-4481451.69018715,4043687.6908901674
dsa-0470,-2039075.1405886852,-4488364.594404201,4036063.5408491828
dsa-0471,-2038527.3603197257,-4481212.510143246,4044222.946903403
dsa-0472,-2039945.0830956104,-4482030.6136543695,4042611.227402944
dsa-0473,-2039478.4373993636,-4487952.452121752,4036316.0231673694
dsa-0474,-2036216.1179947047,-4489043.156795147,4036746.7515186276
dsa-0475,-2034942.3229373177,-4481885.622139085,4045275.634662508
dsa-0476,-2041309.33841863,-4483701.699950511,4040082.8626033235
dsa-0477,-2037635.1436120782,-4488803.77406934,4036295.834020826
dsa-0478,-2038671.013606235,-4488366.105687655,4036264.1945598577
dsa-0479,-2038577.36068951,-4481272.456933407,4044131.8236963456
dsa-0480,-2033073.2168960865,-4487946.01979689,4039529.789005908
dsa-0481,-2032215.0027120938,-4489249.055050112,4038517.622560248
dsa-0482,-2033851.5138705273,-4488265.574039357,4038787.8383587697
dsa-0483,-2040436.7637888072,-4486020.767857072,4037962.9948153985
dsa-0484,-2035670.2543539302,-4481364.009125046,4045486.285117388
dsa-0485,-2037981.8209952642,-4481154.366147816,4044560.1664148686
dsa-0486,-2035844.9265498312,-4486168.991902539,4040101.051564763
dsa-0487,-2037225.677453638,-4483799.829647748,4042021.6890870733
dsa-0488,-2033875.0403844693,-4482332.617507287,4045317.140992851
dsa-0489,-2040933.6907657196,-4483656.31650363,4040323.95995954
dsa-0490,-2038442.5584255892,-4488756.1092542615,4035948.5884141875
dsa-0491,-2040067.9480201767,-4487332.666539846,4036704.207038577
dsa-0492,-2035047.9075661562,-4488841.641156641,4037553.768797103
dsa-0493,-2040416.0836318396,-4486916.707974658,4036988.5124039804
dsa-0494,-2036068.038514732,-4481155.121669475,4045517.438940284
dsa-0495,-2032139.1402753328,-4486723.245680891,4041345.5276528806
dsa-0496,-2037277.688536938,-4487444.708942901,4037975.801227715
dsa-0497,-2032049.1077220882,-4486073.79554065,4042106.619421099
dsa-0498,-2036218.7881816884,-4481086.18749168,4045517.9683472468
dsa-0499,-2036884.4970478606,-4488905.158039862,4036564.281462472
dsa-0500,-2037051.9292789863,-4481039.6877734875,4045152.1351011796
dsa-0501,-2039541.547030133,-4481478.603743772,4043421.842045993
dsa-0502,-2036378.1678686214,-4489157.5491467435,4036539.5062698955
dsa-0503,-2032230.0771917268,-4484167.217110512,4044118.0213770573
dsa-0504,-2040833.3231794222,-4482989.806195158,4041109.034626273
dsa-0505,-2032858.1032927607,-4483526.433231658,4044510.0736801224
dsa-0506,-2032947.016459496,-4483002.897984445,4045042.757961955
dsa-0507,-2032023.0194135304,-4489103.61103546,4038774.1630059755
dsa-0508,-2040441.2144474576,-4486686.3354976075,4037229.9165613013
dsa-0509,-2038789.5059788849,-4481208.539123022,4044096.0857962156
dsa-0510,-2041310.3109877761,-4485676.880122355,4037907.740782761
dsa-0511,-2041225.3083723348,-4482861.78743389,4041053.933928176
dsa-0512,-2032191.6356733302,-4484637.364339815,4043618.9295039745
dsa-0513,-2041264.7793508354,-4485422.358974925,4038211.1448937207
dsa-0514,-2041328.1283280402,-4484880.001578811,4038774.117011385
dsa-0515,-2032555.7815687864,-4487962.279104697,4039770.909092825
dsa-0516,-2037497.1466370337,-4481005.146354672,4044967.3258351977
dsa-0517,-2041080.3264627096,-4483415.223995077,4040516.353412294
dsa-0518,-2041539.538234596,-4483798.376704459,4039864.03054856
dsa-0519,-2031688.786351065,-4485156.616452039,4043298.1980856964
dsa-0520,-2041251.892236474,-4483422.405445891,4040422.5441262308
dsa-0521,-2037326.5481981982,-4486457.677991406,4039040.61131028
dsa-0522,-2032028.6337519633,-4485238.822785596,4043037.426329871
dsa-0523,-2032339.9717358311,-4486780.761614608,4041181.573219587
dsa-0524,-2033319.6401547939,-4482580.906448851,4045321.4550945135
dsa-0525,-2034529.6023340528,-4481548.778193114,4045853.6270621195
dsa-0526,-2039358.3106053784,-4488353.39981456,4035934.118204503
dsa-0527,-2031647.8076156022,-4486110.919172057,4042266.5953091523
dsa-0528,-2039368.5176994822,-4481459.610564674,4043529.406462041
dsa-0529,-2041355.914212407,-4483959.9996256055,4039777.7698963466
dsa-0530,-2031963.1187065688,-4484077.489367815,4044350.5947776237
dsa-0531,-2031430.316653518,-4488266.80855654,4039993.9419083684
dsa-0532,-2034043.1792727346,-4481913.180116592,4045695.3943263083
dsa-0533,-2033195.253427908,-4488526.202105673,4038829.042682975
dsa-0534,-2032266.029428138,-4487340.92189995,4040601.0149282613
dsa-0535,-2040414.4233377539,-4478785.178597554,4045944.542579598
dsa-0536,-2037966.0617846542,-4480888.703049962,4044860.949416084
dsa-0537,-2031994.8807130584,-4486820.33173422,4041310.7116508246
dsa-0538,-2040291.4033950372,-4481996.401432056,4042475.566475056
dsa-0539,-2033942.0484235873,-4482000.49256601,4045649.761995716
dsa-0540,-2034582.545365465,-4481131.173421182,4046281.482848257
dsa-0541,-2040235.1171755847,-4487455.009576777,4036485.6332754972
dsa-0542,-2038628.6964980674,-4488752.739084956,4035859.1168875033
dsa-0543,-2032744.549873701,-4482966.6441073865,4045184.089591346
dsa-0544,-2034892.874628009,-4489287.5592140835,4037139.759254874
dsa-0545,-2039416.9929633138,-4479105.165056389,4046092.20545194
dsa-0546,-2033594.3072531545,-4482109.653625611,4045703.5032149837
dsa-0547,-2032480.6525008574,-4483714.77745896,4044491.3891679132
dsa-0548,-2035162.006422785,-4481092.939406857,4046039.5857461873
dsa-0549,-2037074.3326599686,-4480808.069305015,4045396.2784110606
dsa-0550,-2041149.9282809175,-4482666.144342483,4041307.368185009
dsa-0551,-2031660.4042351558,-4485101.04196467,4043373.677988515
dsa-0552,-2037793.28751385,-4480573.027154077,4045295.478647687
dsa-0553,-2032237.175540487,-4484455.665456889,4043796.4535798044
dsa-0554,-2032566.3693973382,-4483256.345738354,4044953.8970159865
dsa-0555,-2031891.9623356913,-4484760.564050187,4043633.128705423
dsa-0556,-2036825.9550704765,-4489222.236885145,4036244.0103685376
dsa-0557,-2038419.7726980092,-4480836.889564021,4044690.930426564
dsa-0558,-2038931.082232814,-4488385.891014774,4036112.18192889
dsa-0559,-2037617.1066462344,-4489103.510735818,4035978.828119115
dsa-0560,-2039602.0374842745,-4488152.1112385215,4036034.0206539873
dsa-0561,-2037753.7946969992,-4480841.874278194,4045018.846329298
dsa-0562,-2035405.6611332777,-4489173.652580809,4037008.622643004
dsa-0563,-2039015.9523091135,-4480987.689827056,4044226.20516544
dsa-0564,-2031740.4901472144,-4485637.738308127,4042741.8768413085
dsa-0565,-2034767.1274396935,-4481345.435881227,4045958.898575574
dsa-0566,-2032201.6319782583,-4487537.318188202,4040416.7277283985
dsa-0567,-2041433.6369871355,-4485947.873296173,4037547.229733349
dsa-0568,-2040902.839271111,-4482391.380324154,4041733.9966178755
dsa-0569,-2034051.4862859303,-4487924.932287076,4039061.061737531
dsa-0570,-2041478.6894717447,-4485489.183921437,4038030.37965143
dsa-0571,-2041628.7089802602,-4485109.796604939,4038373.5489896256
dsa-0572,-2039109.7108816518,-4480808.707268991,4044376.5945485733
dsa-0573,-2032964.002651181,-4482437.140281195,4045658.0015982185
dsa-0574,-2040386.8658249828,-4481453.39349849,4043026.4405943085
dsa-0575,-2034062.799165443,-4481620.070913386,4046008.724642468
dsa-0576,-2031675.4765009799,-4486117.094783301,4042245.9347037612
dsa-0577,-2041734.473064381,-4483380.33645046,4040227.328567578
dsa-0578,-2034082.7629702792,-4481578.066979253,4046045.0393842855
dsa-0579,-2040234.4128220612,-4487317.435458499,4036637.661277401
dsa-0580,-2039455.02867077,-4488291.560060779,4035953.8760959725
dsa-0581,-2043488.072251474,-4483338.853290676,4039388.728195255
dsa-0582,-2036305.3422567826,-4489493.380116803,4036205.7118501114
dsa-0583,-2040945.1613503154,-4486674.99443123,4036985.655190702
dsa-0584,-2034432.2729195643,-4478982.94498208,4048718.409331254
dsa-0585,-2035676.9570747383,-4489482.2235345645,4036532.603260725
dsa-0586,-2038303.631160969,-4488982.202065428,4035768.873011305
dsa-0587,-2034293.473969182,-4481231.442412157,4046315.5499225943
dsa-0588,-2033777.9610118994,-4484408.678416698,4043075.2314587436
dsa-0589,-2034504.2144987925,-4489407.439396009,4037202.1680900226
dsa-0590,-2039617.547990181,-4480980.2932771165,4043933.1803190587
dsa-0591,-2033279.5064085051,-4481954.871209185,4046031.7508866545
dsa-0592,-2041453.0096622845,-4485960.883956665,4037523.186859345
dsa-0593,-2033232.635935427,-4488782.056263547,4038528.2486639745
dsa-0594,-2041522.5997013724,-4484956.794709783,4038595.355445245
dsa-0595,-2032588.0227899088,-4488428.7824634,4039240.448368575
dsa-0596,-2036649.8789137227,-4489343.075702948,4036198.9354427736
dsa-0597,-2037955.5271834466,-4489293.495421427,4035599.9451355846
dsa-0598,-2040070.0533100164,-4488266.2163618915,4035673.9149705074
dsa-0599,-2041275.0427175115,-4482280.246235914,4041670.184002743
dsa-0600,-2038101.6998326767,-4489187.996181036,4035643.078913762
dsa-0601,-2036744.4461336758,-4486521.489566289,4039261.809472921
dsa-0602,-2033024.206327548,-4482093.807021416,4046006.386263706
dsa-0603,-2039162.5875786052,-4488642.808436404,4035713.0310770334
dsa-0604,-2040586.9086235412,-4487187.694509816,4036604.229040589
dsa-0605,-2030970.165839541,-4487916.555404264,4040610.195571372
dsa-0606,-2041946.3450364594,-4483530.804056688,4039955.367713507
dsa-0607,-2041357.0975917827,-4482800.832598448,4041055.1583689344
dsa-0608,-2037714.847058142,-4489150.6484441,4035877.9266057876
dsa-0609,-2039699.9910212052,-4480882.870857382,4043999.3146515368
dsa-0610,-2032689.9457323444,-4482871.247107562,4045316.6014388646
dsa-0611,-2032709.7185122853,-4482601.957976218,4045603.5936002666
dsa-0612,-2040844.9181162056,-4486960.685441939,4036720.585355534
dsa-0613,-2034020.0226667882,-4481515.389994421,4046145.5506792613
dsa-0614,-2031082.021155278,-4484979.661199396,4043792.219290129
dsa-0615,-2031302.6697366692,-4485674.709468464,4042920.3041518717
dsa-0616,-2035551.7530679037,-4480860.237395396,4046095.3164419923
dsa-0617,-2038538.4511899988,-4480627.979137372,4044861.839495057
dsa-0618,-2040606.991208767,-4481640.977396884,4042709.4271092005
dsa-0619,-2039433.8578092125,-4488522.457144745,4035709.9110703385
dsa-0620,-2037676.2308621032,-4480540.983402712,4045389.409458669
dsa-0621,-2032332.0329932338,-4488258.070359198,4039556.8156727944
dsa-0622,-2036177.6100813798,-4489914.8845669385,4035804.9505914473
dsa-0623,-2033520.5803396623,-4489232.43664864,4037887.549679062
dsa-0624,-2031872.6640890215,-4484304.566813325,4044141.349460322
dsa-0625,-2035344.2568786226,-4489687.680686244,4036472.6480691982
dsa-0626,-2034513.3874921105,-4481325.41394038,4046108.0037181396
dsa-0627,-2037941.360969357,-4482605.212912889,4042979.3537594294
dsa-0628,-2032149.5676447486,-4488217.78233491,4039692.5816380098
dsa-0629,-2040535.8632997544,-4488093.39082812,4035631.254472304
dsa-0630,-2042097.9984625995,-4484409.01089409,4038911.2222982314
dsa-0631,-2034706.828520512,-4489563.1313411025,4036929.0822547814
dsa-0632,-2041781.1642155345,-4482773.577624644,4040872.904588705
dsa-0633,-2041950.4646216822,-4484072.363065131,4039356.2368433946
dsa-0634,-2032904.9771828414,-4488702.785488308,4038779.681911064
dsa-0635,-2040819.4248877973,-4487455.287300242,4036192.802500762
dsa-0636,-2031787.797632711,-4487835.28161975,4040295.4029742344
dsa-0637,-2038594.3122257444,-4489050.2733554235,4035548.2994949277
dsa-0638,-2038604.1716257778,-4480552.212562936,4044912.470179505
dsa-0639,-2040627.129708281,-4487853.366208162,4035850.1903532245
dsa-0640,-2040540.5016009521,-4481860.929107787,4042500.217477178
dsa-0641,-2040744.996164369,-4482058.663244385,4042179.838688431
dsa-0642,-2041188.1111252462,-4486503.122004615,4037057.987095033
dsa-0643,-2033380.1210016096,-4481903.462419128,4046038.057911119
dsa-0644,-2037127.4307100747,-4489718.336911478,4035546.1313052075
dsa-0645,-2036251.1606909996,-4480350.355835923,4046313.0154873584
dsa-0646,-2031352.4276635088,-4485873.023277804,4042676.7527691238
dsa-0647,-2035886.2631598758,-4489940.115488652,4035922.9918293566
dsa-0648,-2037020.8058436417,-4489874.047159431,4035427.840939521
dsa-0649,-2039492.3221698492,-4480710.891132289,4044292.888375892
dsa-0650,-2041916.8978071704,-4485803.126293718,4037464.876184891
dsa-0651,-2032138.660391329,-4488724.673577496,4039139.194911268
dsa-0652,-2031236.685371713,-4486482.059551792,4042063.2352443784
dsa-0653,-2038924.3792653538,-4480604.609696828,4044694.3953890265
dsa-0654,-2040439.5154743898,-4481470.236513179,4042981.5129516893
dsa-0655,-2041907.7204965714,-4483906.6073011,4039560.3816508693
dsa-0656,-2034782.030130567,-4489507.247867343,4036948.3066360345
dsa-0657,-2031503.0692931823,-4484859.370946022,4043718.887429561
dsa-0658,-2041564.07895449,-4482372.889223444,4041423.3436629
dsa-0659,-2039339.0100474255,-4480646.624992487,4044440.495088243
dsa-0660,-2041928.8020614954,-4483032.628878714,4040513.3881496894
dsa-0661,-2042069.6350630275,-4483588.970602714,4039829.515895629
dsa-0662,-2031318.8895236778,-4485810.128135445,4042762.88497276
dsa-0663,-2033777.909687404,-4484425.6210394725,4043056.5907490193
dsa-0664,-2032542.9278117865,-4482304.589871134,4046014.9429225316
dsa-0665,-2032131.967790503,-4483161.227942992,4045276.2407455295
dsa-0666,-2041914.179011829,-4483522.463441529,4039980.666657292
dsa-0667,-2036688.5608245765,-4489722.285064248,4035755.5985390414
dsa-0668,-2031523.478803207,-4484668.168674092,4043919.4701088974
dsa-0669,-2031302.622257909,-4484957.732987179,4043710.7940377844
dsa-0670,-2036556.880812784,-4480250.188897631,4046270.3954406767
dsa-0671,-2042262.0838106393,-4489089.376873131,4033656.6545384205
dsa-0672,-2040835.2692424029,-4487265.401729036,4036394.2189925713
dsa-0673,-2038903.7834313277,-4481548.980495042,4043660.4123464385
dsa-0674,-2035067.838500022,-4480808.043427493,4046400.827091534
dsa-0675,-2041530.1107717415,-4486373.873952374,4037029.2661772463
dsa-0676,-2035182.5211411337,-4490127.282566969,4036068.95776023
dsa-0677,-2036283.7893052236,-4489974.039835435,4035686.57496541
dsa-0678,-2031890.6970590993,-4487827.582144853,4040252.376640115
dsa-0679,-2041241.0234335396,-4482179.211351517,4041798.6061251583
dsa-0680,-2034269.6875887811,-4480923.698248184,4046672.8995874776
dsa-0681,-2032530.2465133283,-4488940.341756089,4038705.37936836
dsa-0682,-2031149.8221003301,-4485218.684600351,4043499.592076258
dsa-0683,-2034239.1323201351,-4481002.136189332,4046601.718827932
dsa-0684,-2039237.7922993763,-4489086.369232993,4035186.3555038855
dsa-0685,-2041570.5251898817,-4486375.451210405,4037007.2944002547
dsa-0686,-2033136.202302369,-4489228.822731269,4038083.9669176075
dsa-0687,-2042122.494739432,-4484542.059140106,4038752.273010593
dsa-0688,-2039853.463162534,-4488620.7326279245,4035391.4935065885
dsa-0689,-2033254.8593681061,-4481653.256527749,4046376.6200399958
dsa-0690,-2041495.5524001094,-4486931.60689076,4036431.667078245
dsa-0691,-2035217.7685768006,-4480518.067863124,4046645.464802263
dsa-0692,-2038385.0165988605,-4484890.270764054,4040239.048144149
dsa-0693,-2031998.9969095243,-4483393.722707338,4045081.3093340364
dsa-0694,-2038898.9947067976,-4480511.727513594,4044809.506322349
dsa-0695,-2038768.134855224,-4489367.271684845,4035111.787436694
dsa-0696,-2041969.1880166843,-4485407.601302198,4037874.7639558828
dsa-0697,-2038313.5154831517,-4480281.324786319,4045356.6362670087
dsa-0698,-2036886.8358604156,-4489906.197082126,4035459.4656623458
dsa-0699,-2038198.904502539,-4489674.656689066,4035050.776844088
dsa-0700,-2040772.1346789135,-4487896.230739809,4035730.3377468823
dsa-0701,-2032540.8815784927,-4482337.5988169825,4045979.574995575
dsa-0702,-2042322.476873247,-4483847.506346659,4039417.8990747756
dsa-0703,-2032293.294616151,-4488772.994622201,4039008.5057661184
dsa-0704,-2034789.3736165657,-4490003.486869936,4036402.2656423766
dsa-0705,-2038112.115343259,-4489561.0873472765,4035226.5317756636
dsa-0706,-2040176.1324739843,-4488350.603046603,4035527.771817503
dsa-0707,-2037639.609541107,-4480120.863984906,4045870.9247464654
dsa-0708,-2031386.991197853,-4487489.587562496,4040877.187972482
dsa-0709,-2031409.8494267028,-4484098.307926469,4044604.6280054017
dsa-0710,-2040710.9738986306,-4481037.531364898,4043322.6686578207
dsa-0711,-2039998.1457063768,-4480811.193817613,4043929.07202817
dsa-0712,-2034878.8026027803,-4480622.563575436,4046699.9563981122
dsa-0713,-2037289.0760587244,-4480110.324924735,4046058.033199579
dsa-0714,-2031593.9239142488,-4484154.452439863,4044450.574680503
dsa-0715,-2031903.3667082384,-4487989.163836794,4040067.8900639648
dsa-0716,-2039097.365681678,-4480473.343267228,4044752.5135807684
dsa-0717,-2031150.0088114338,-4486468.3658464495,4042121.725820102
dsa-0718,-2030866.9532864885,-4487090.555314762,4041577.469679599
dsa-0719,-2038489.6989267697,-4484774.117832345,4040314.656780261
dsa-0720,-2035295.5172914674,-4480442.716905385,4046689.6154984785
dsa-0721,-2036502.637459512,-4488685.7743060235,4036993.8590964656
dsa-0722,-2032745.030231545,-4481871.189428626,4046391.5871970053
dsa-0723,-2031242.9691113455,-4485652.527425192,4042974.648031748
dsa-0724,-2043406.9220855609,-4487754.892161335,4034555.6345882285
dsa-0725,-2036057.8349798045,-4490125.564857284,4035632.6392499143
dsa-0726,-2039677.891717031,-4489093.825228745,4034957.8063323507
dsa-0727,-2038037.6488644013,-4489653.671232684,4035161.73858721
dsa-0728,-2041741.9716711019,-4482385.254003715,4041320.652273684
dsa-0729,-2032697.65961792,-4490039.841556857,4037402.9500986626
dsa-0730,-2038028.9035948713,-4479005.25502086,4046896.7284344216
dsa-0731,-2041485.9091230917,-4481864.087111832,4042023.432181134
dsa-0732,-2031943.331371713,-4488323.836078381,4039678.9064413127
dsa-0733,-2038560.5619821432,-4491124.155339622,4033266.630699398
dsa-0734,-2035384.9288132042,-4490142.254643092,4035951.1187971295
dsa-0735,-2033638.46614477,-4481180.35001177,4046705.952396999
dsa-0736,-2042142.4923324385,-4485848.289820935,4037302.1430280074
dsa-0737,-2031845.6167984281,-4482995.6704654815,4045602.1249382095
dsa-0738,-2039553.07599029,-4488885.781213468,4035249.6617832347
dsa-0739,-2037047.5570449391,-4479971.749198039,4046331.7255951613
dsa-0740,-2034693.097511552,-4489629.250568149,4036858.056718161
dsa-0741,-2031708.131550664,-4483256.98034408,4045382.8608174426
dsa-0742,-2041104.992736361,-4487576.316372396,4035916.4029154177
dsa-0743,-2038951.0300465797,-4489317.095191094,4035075.5433511487
dsa-0744,-2042510.7052084946,-4484837.0020601265,4038232.7470837166
dsa-0745,-2042202.850900574,-4483339.038103171,4040038.373877138
dsa-0746,-2032404.5641920962,-4489081.173428238,4038613.0334419496
dsa-0747,-2041921.4274851063,-4486577.921477443,4036608.3972727368
dsa-0748,-2037005.2770509152,-4490180.484308437,4035097.7684258665
dsa-0749,-2039305.0707566543,-4490774.105617628,4033279.9425608087
dsa-0750,-2038656.3703653966,-4489605.932985083,4034904.6166610736
dsa-0751,-2036678.2941230577,-4479851.254713693,4046649.436436884
dsa-0752,-2041682.3748009352,-4482261.474032738,4041486.9558610823
dsa-0753,-2033517.3116949217,-4486836.856658631,4040528.7248127814
dsa-0754,-2041636.8376776923,-4486743.325275875,4036568.515158599
dsa-0755,-2028930.9651679385,-4484351.86751769,4045556.0290728533
dsa-0756,-2040896.360621891,-4488286.92273039,4035237.408285018
dsa-0757,-2042054.7096364975,-4485912.60967092,4037275.1774780494
dsa-0758,-2042165.847737247,-4482739.87342025,4040717.4776197327
dsa-0759,-2039324.6713716537,-4480539.875548267,4044565.364718289
dsa-0760,-2033388.837104989,-4481458.364200711,4046524.414833111
dsa-0761,-2034049.2923190845,-4489771.443965485,4037028.6030094163
dsa-0762,-2035546.627655569,-4480087.261628136,4046955.790211143
dsa-0763,-2032631.4711823466,-4482221.21664637,4046062.533986173
dsa-0764,-2038151.1289444554,-4489985.734020655,4034738.8275335254
dsa-0765,-2037446.4324525464,-4489995.569006632,4035080.779826036
dsa-0766,-2037833.1574142205,-4490000.530899453,4034881.7014941555
dsa-0767,-2034196.095603248,-4480781.063920806,4046866.9965280998
dsa-0768,-2042377.0642940972,-4483776.763413735,4039468.564768724
dsa-0769,-2032490.632375977,-4482303.208664486,4046042.64660004
dsa-0770,-2036460.4988603962,-4490547.732327776,4034965.6124606472
dsa-0771,-2042299.8349000039,-4483710.246271018,4039580.563573604
dsa-0772,-2039954.4192159206,-4480576.762805041,4044209.4230596134
dsa-0773,-2042095.3451807469,-4481844.40021574,4041740.0322707817
dsa-0774,-2042220.121892524,-4484769.564524007,4038447.993880982
dsa-0775,-2037380.317555854,-4490349.530978002,4034723.6363734384
dsa-0776,-2041293.9492194494,-4481079.817884773,4042984.1902527227
dsa-0777,-2042363.259704588,-4480217.6758574415,4043391.6419368885
dsa-0778,-2031886.749426304,-4488793.594655553,4039189.324780115
dsa-0779,-2031826.8111882957,-4482630.004460019,4046014.6862143376
dsa-0780,-2036338.0130850347,-4490226.459457251,4035381.1361987256
dsa-0781,-2041067.8240150714,-4488353.124421289,4035078.5804768996
dsa-0782,-2042686.9324195692,-4484697.376761882,4038298.458469267
dsa-0783,-2032864.9151598113,-4481280.419830235,4046982.8917768416
dsa-0784,-2031175.5886855186,-4483459.242388525,4045426.476359328
dsa-0785,-2030483.3201180326,-4485781.764139513,4043212.471111097
dsa-0786,-2042714.9046713472,-4484534.365373088,4038464.174548557
dsa-0787,-2030622.30098546,-4485529.491537512,4043421.0228813756
dsa-0788,-2039986.0808196822,-4489047.061977119,4034855.0726980106
dsa-0789,-2030989.54660928,-4485193.362269761,4043607.7493660226
dsa-0790,-2042477.002750964,-4482962.005487405,4040316.8022294543
dsa-0791,-2037968.5030972294,-4480091.145493712,4045739.0339113525
dsa-0792,-2030826.808109034,-4486394.243418741,4042365.251163686
dsa-0793,-2036509.8118661249,-4480114.140629662,4046443.952907329
dsa-0794,-2041030.961925618,-4487769.004380077,4035741.026885096
dsa-0795,-2041761.0711939193,-4487395.867496152,4035786.892192949
dsa-0796,-2030408.639298663,-4482318.819248234,4047057.3283415292
dsa-0797,-2041291.335381349,-4481321.639810445,4042718.8903103303
dsa-0798,-2043036.0667096972,-4488343.335461644,4034091.958575391
dsa-0799,-2030690.1565818342,-4485077.424289458,4043885.455885095
dsa-0800,-2031872.0997040402,-4482381.598690743,4046265.8804252907
dsa-0801,-2042264.1810919484,-4482838.174913107,4040559.871218717
dsa-0802,-2042005.3529094404,-4487104.6391445855,4035985.675417634
dsa-0803,-2038640.7846345808,-4479639.125888211,4045900.8179255
dsa-0804,-2035488.6906577651,-4479767.679002926,4047337.1351114633
dsa-0805,-2039453.9808730977,-4478599.436625155,4046629.724015673
dsa-0806,-2035925.290429171,-4479945.558700504,4046922.445960191
dsa-0807,-2040495.3546355346,-4488064.735108768,4035676.8534504324
dsa-0808,-2042714.2601838205,-4484059.453071453,4038988.0877129245
dsa-0809,-2031103.5181733125,-4483839.9339569,4045042.845129413
dsa-0810,-2041942.4409907062,-4482121.019133863,4041511.6091977092
dsa-0811,-2042092.31720393,-4486772.732254516,4036308.065229747
dsa-0812,-2042871.5547513608,-4487885.911346183,4034680.170315561
